"Type";"Title";"Group";"Publish Date";"Status";"Description";"pdf"
"EC Decisions";"Decision (EU) 2018/637";"";"2018-04-20";"Active";"Commission Implementing Decision (EU) 2018/637 of 20 April 2018 amending Decision 2009/766/EC on the harmonisation of the 900 MHz and 1800 MHz frequency bands for terrestrial systems capable of providing pan-European electronic communications services in the Community as regards relevant technical conditions for the Internet of Things";"http://docdb.cept.org/download/160"
"EC Decisions";"Decision (EU) 2018/661 ";"";"2018-04-26";"Active";"Commission Implementing Decision (EU) 2018/661 of 26 April 2018 amending Implementing Decision (EU) 2015/750 on the harmonisation of the 1452-1492 MHz frequency band for terrestrial systems capable of providing electronic communications services in the Union as regards its extension in the harmonised 1427-1452 MHz and 1492-1517 MHz frequency bands ";"http://docdb.cept.org/download/161"
"EC Decisions";"Decision (EU) 2019/1345";"";"2019-08-02";"Active";"Commission Implementing Decision (EU) 2019/1345 of 2 August 2019 amending Decision 2006/771/EC updating harmonised technical conditions in the area of radio spectrum use for short-range devices (notified under document C(2019) 5660) (Text with EEA relevance.)
";"http://docdb.cept.org/download/162"
"EC Decisions";"Decision (EU) 2019/235";"";"2019-01-24";"Active";"Commission Implementing Decision (EU) 2019/235 of 24 January 2019 on amending Decision 2008/411/EC as regards an update of relevant technical conditions applicable to the 3400-3800 MHz frequency band ";"http://docdb.cept.org/download/163"
"EC Decisions";"Decision (EU) 2019/784 ";"";"2019-05-14";"Active";"Commission implementing Decision (EU) 2019/784 of 14 May 2019 on harmonisation of the 24,25-27,5 GHz frequency band for terrestrial systems capable of providing wireless broadband electronic communications services in the Union ";"http://docdb.cept.org/download/164"
"EC Decisions";"Decision (EU) 2019/785";;"2019-05-07";"Active";"Commission Implementing Decision (EU) 2019/785 of 14 May 2019 on the harmonisation of radio spectrum for equipment using ultra-wideband technology in the Union and repealing Decision 2007/131/EC";"http://docdb.cept.org/download/165"
"EC Decisions";"Decision (EU) 2020/1426";"";"2020-10-07";"Active";"Commission implementing Decision (EU) 2020/1426 of 7 October 2020 on the harmonised use of radio spectrum in the 5875-5935 MHz frequency band for safety-related applications of intelligent transport systems (ITS) and repealing Decision 2008/671/EC ";"http://docdb.cept.org/download/166"
"EC Decisions";"Decision (EU) 2020/590";"";"2020-04-24";"Active";"Commission Implementing Decision (EU) 2020/590 of 24 April 2020 amending Decision (EU) 2019/784 as regards an update of relevant technical conditions applicable to the 24.25-27.5 GHz frequency band";"http://docdb.cept.org/download/167"
"EC Decisions";"Decision (EU) 2020/636";"";"2020-05-08";"Active";"Commission Implementing Decision (EU) 2020/636 of 8 May 2020 amending Decision 2008/477/EC as regards an update of relevant technical conditions applicable to the 2500-2690 MHz frequency band";"http://docdb.cept.org/download/168"
"EC Decisions";"Decision (EU) 2020/667 ";"";"2020-05-06";"Active";"Commission Implementing Decision (EU) 2020/667 of 6 May 2020 amending Decision 2012/688/EU as regards an update of relevant technical conditions applicable to the frequency bands 1920-1980 MHz and 2110-2170 MHz";"http://docdb.cept.org/download/169"
"EC Decisions";"Decision (EU) 2021/1038 ";"";"2021-06-23";"Active";"Commission Decision (EU) 2021/1038 of 23 June 2021 granting a transitional period to the Kingdom of the Netherlands pursuant to Decision 2008/477/EC as regards an update of relevant technical conditions applicable to the 2500-2690 MHz frequency band";"http://docdb.cept.org/download/3554"
"EC Decisions";"Decision (EU) 2021/1067 ";;"2021-06-17";"Active";"Commission implementing Decision (EU) 2021/1067 of 17 June 2021 on the harmonised use of radio spectrum in the 5945-6425 MHz frequency band for the implementation of wireless access systems including radio local area networks (WAS/RLANs) ";"http://docdb.cept.org/download/3467"
"EC Decisions";"Decision (EU) 2021/1730";;"2021-09-28";"Active";"Commission implementing Decision (EU) 2021/1730 of 28 September 2021 on the harmonised use of the paired frequency bands 874.4-880.0 MHz and 919.4-925.0 MHz and of the unpaired frequency band 1900-1910 MHz for Railway Mobile Radio";"http://docdb.cept.org/download/3474"
"EC Decisions";"Decision 128/1999/EC";"";"1998-12-14";"Active";"Decision 14 December 1998 of the European Parliament and of the Council on the coordinated introduction of a third-generation mobile and wireless communications system (UMTS) in the Community";"http://docdb.cept.org/download/170"
"EC Decisions";"Decision 243/2012/EU";"";"2012-03-21";"Active";"Decision No 243/2012/EU of the European Parliament and of the Council of 14 March 2012 establishing a multi-annual radio spectrum policy programme";"http://docdb.cept.org/download/171"
"EC Decisions";"Decision 676/2002/EC";"";"2002-03-07";"Active";"Decision of the European Parliament and of the Council of 7 March 2002 on a regulatory framework for radio spectrum policy in the European Community (Radio Spectrum Decision)";"http://docdb.cept.org/download/172"
"EC Decisions";"Decision 710/97/EC";"";"1997-03-24";"Active";"Decision of 24 March 1997 of the European Parliament and of the Council on a coordinated authorization approach in the field of satellite personal-communication services in the Community";"http://docdb.cept.org/download/173"
"EC Decisions";"Decision No 585/2014/EU";"";"2014-06-03";"Active";"Decision No 585/2014/EU of the European Parliament and of the Council of 15 May 2014 on the deployment of the interoperable EU-wide eCall service";"http://docdb.cept.org/download/174"
"EC Decisions";"Decision of the European Parliament and of the Council 626/2008/EC";"";"2008-06-30";"Active";"Decision of 30 June 2008 of the European Parliament and of the Council on the selection and authorisation of systems providing mobile satellite services (MSS)";"http://docdb.cept.org/download/175"
"EC Decisions";"Directive 2009/114/EC ";"";"2009-10-20";"Active";"Directive 2009/114/EC of the European Parliament and of the Council of 16 September 2009 amending Council Directive 87/372/EEC on the frequency bands to be reserved for the coordinated introduction of public pan-European cellular digital land-based mobile communications in the Community";"http://docdb.cept.org/download/176"
"EC Decisions";"Directive 2014/53/EU ";"";"2014-04-16";"Active";"Directive 2014/53/EU of the European Parliament and of the Council of 16 April 2014 on the harmonisation of the laws of the Member States relating to the making available on the market of radio equipment and repealing Directive 1999/5/EC ";"http://docdb.cept.org/download/177"
"EC Decisions";"EC Decision (EU) 2015/750";"";"2015-05-08";"Active";"Commission Decision of 8 May 2015 on the harmonisation of the 1452-1492 MHz frequency band for terrestrial systems capable of providing electronic communications services in the Union";"http://docdb.cept.org/download/178"
"EC Decisions";"EC Decision 1999/569/EC";"";"1999-07-28";"Active";"Commission Decision of 28 July 1999 on the basic parameters for the command-and-control and signalling subsystem relating to the trans-European high-speed rail system";"http://docdb.cept.org/download/179"
"EC Decisions";"EC Decision 2000/299/EC";"";"2000-04-06";"Active";"Commission Decision of 6 April 2000 establishing the initial classification of radio equipment and telecommunications terminal equipment and associated identifiers";"http://docdb.cept.org/download/180"
"EC Decisions";"EC Decision 2002/622/EC";"";"2002-07-26";"Active";"Commission Decision of 26 July 2002 establishing a Radio Spectrum Policy Group";"http://docdb.cept.org/download/181"
"EC Decisions";"EC Decision 2004/545/EC";"";"2004-07-08";"Active";"Commission Decision of 8 July 2004 on the harmonisation of radio spectrum in the 79 GHz range for the use of automotive short-range radar equipment in the Community";"http://docdb.cept.org/download/182"
"EC Decisions";"EC Decision 2005/50/EC";"";"2005-01-17";"Active";"Commission Decision of 17 January 2005 on the harmonisation of the 24 GHz range radio spectrum band for the time-limited use by automotive short-range radar equipment in the Community";"http://docdb.cept.org/download/183"
"EC Decisions";"EC Decision 2005/513/EC";"";"2005-07-11";"Active";"Commission Decision of 11 July 2005 on the harmonised use of radio spectrum in the 5 GHz frequency band for the implementation of Wireless Access Systems including Radio Local Area Networks (WAS/RLANs)";"http://docdb.cept.org/download/184"
"EC Decisions";"EC Decision 2005/928/EC";"";"2005-12-20";"Withdrawn";"Commission Decision of 20 December 2005 on the harmonisation of the 169.4-169.8125 MHz frequency band in the Community";"http://docdb.cept.org/download/185"
"EC Decisions";"EC Decision 2006/771/EC";"";"2006-11-09";"Active";"Commission Decision of 9 November 2006 on the harmonisation of the radio spectrum for use by short-range devices";"http://docdb.cept.org/download/186"
"EC Decisions";"EC Decision 2006/804/EC";"";"2006-11-23";"Withdrawn";"Commission Decision of 23 November 2006 on harmonisation of the radio spectrum for radio frequency identification (RFID) devices operating in the ultra high frequency (UHF) band";"http://docdb.cept.org/download/187"
"EC Decisions";"EC Decision 2006/804/EC";"";"2006-11-23";"Active";"Commission Decision of 23 November 2006 on harmonisation of the radio spectrum for radio frequency identification (RFID) devices operating in the ultra high frequency (UHF) band";"http://docdb.cept.org/download/188"
"EC Decisions";"EC Decision 2007/116/EC";"";"2007-02-15";"Active";"Commission Decision of 15 February 2007 on reserving the national numbering range beginning with '116' for harmonised numbers for harmonised services of social value";"http://docdb.cept.org/download/189"
"EC Decisions";"EC Decision 2007/131/EC";"";"2007-02-21";"Withdrawn";"Commission Decision of 21 February 2007 on allowing the use of the radio spectrum for equipment using ultra-wideband technology in a harmonised manner in the Community";"http://docdb.cept.org/download/190"
"EC Decisions";"EC Decision 2007/344/EC";"";"2007-05-16";"Active";"Commission Decision of 16 May 2007 on harmonised availability of information regarding spectrum use within the Community";"http://docdb.cept.org/download/191"
"EC Decisions";"EC Decision 2007/346/EC";"";"2007-05-16";"Active";"Commission Decision of 16 May 2007 granting a derogation requested by France pursuant to Commission Decision 2006/804/EC on harmonisation of the radio spectrum for radio frequency identification (RFID) devices operating in the ultra high frequency (UHF) band";"http://docdb.cept.org/download/192"
"EC Decisions";"EC Decision 2007/90/EC";"";"2007-02-12";"Active";"Commission Decision of 12 February 2007 amending Decision 2005/513/EC on the harmonised use of radio spectrum in the 5 GHz frequency band for the implementation of Wireless Access Systems including Radio Local Area Networks (WAS/RLANs)";"http://docdb.cept.org/download/193"
